date,nav,shares_outstanding,total_net_assets
2019-11-08,51.516218,125150000,6447254660.87
2019-11-11,51.300507,125350000,6430518542.58
2019-11-12,51.337431,124300000,6381242659.02
2019-11-13,51.352391,121150000,6221342179.66
2019-11-14,51.555578,121000000,6238224970.75
2019-11-15,51.988402,121200000,6300994331.03
2019-11-18,52.16059,122200000,6374024071.44
2019-11-19,52.184982,122100000,6371786251.91
2019-11-20,51.89195,122250000,6343790916.24
2019-11-21,51.997097,122700000,6380043862.2
2019-11-22,52.030166,122800000,6389304335.59
2019-11-25,52.197781,122800000,6409887525.26
2019-11-26,52.347384,122500000,6412554580.09
2019-11-27,52.699345,121400000,6397700425.94
2019-11-29,52.528999,126200000,6629159627.8
2019-12-02,52.056159,124550000,6483594577.22
2019-12-03,51.973256,125300000,6512249002.31
2019-12-04,52.213597,125400000,6547585093.32
2019-12-05,52.447266,125050000,6558530630.8
2019-12-06,52.749796,118250000,6237663357.54
2019-12-09,52.549301,120600000,6337445662.0
2019-12-10,52.388975,120750000,6325968787.63
2019-12-11,52.61461,125000000,6576826285.88
2019-12-12,52.682635,125800000,6627475487.31
2019-12-13,52.551176,125800000,6610937970.64
2019-12-16,53.058149,126400000,6706550002.69
2019-12-17,53.05884,125650000,6666843191.7
2019-12-18,53.377716,127500000,6805658852.71
2019-12-19,53.865604,130300000,7018688245.57
2019-12-20,53.929614,130250000,7024332288.16
2019-12-23,53.802852,127050000,6835652311.66
2019-12-24,53.75419,126700000,6810655911.52
2019-12-26,54.17803,126700000,6864356420.45
2019-12-27,54.091184,126800000,6858762143.7
2019-12-30,53.535184,127000000,6798968377.8
2019-12-31,53.677351,126900000,6811655848.08
2020-01-02,54.245133,126450000,6859297027.52
2020-01-03,53.943252,130250000,7026108579.1
2020-01-06,54.648119,131050000,7161636053.39
2020-01-07,54.711906,130550000,7142639378.33
2020-01-08,55.101822,130500000,7190787803.91
2020-01-09,55.361606,136950000,7581771972.42
2020-01-10,55.175316,129850000,7164514824.88
2020-01-13,55.698065,131050000,7299231471.38
2020-01-14,55.553644,130650000,7258083600.07
2020-01-15,55.777384,130950000,7304048379.8
2020-01-16,56.223138,131000000,7365231031.97
2020-01-17,56.683669,131250000,7439731593.1
2020-01-21,56.622231,128900000,7298605621.27
2020-01-22,56.586034,130150000,7364672347.82
2020-01-23,56.354482,133950000,7548682852.1
2020-01-24,55.697769,134050000,7466285897.0
2020-01-27,54.829544,134050000,7349900416.28
2020-01-28,55.456652,132100000,7325823774.95
2020-01-29,55.345897,129500000,7167293624.64
2020-01-30,54.804371,132250000,7247878014.1
2020-01-31,53.944795,131750000,7107226758.64
2020-02-03,54.563958,131400000,7169704085.57
2020-02-04,55.097453,130700000,7201237126.59
2020-02-05,55.177444,132350000,7302734688.33
2020-02-06,55.905222,132400000,7401851457.82
2020-02-07,55.869658,132650000,7411110187.93
2020-02-10,56.193289,132950000,7470897774.55
2020-02-11,56.135821,132950000,7463257383.56
2020-02-12,56.837847,132950000,7556591787.1
2020-02-13,56.843169,132950000,7557299336.47
2020-02-14,56.9523,132950000,7571808308.99
2020-02-18,57.321479,133450000,7649551372.47
2020-02-19,57.561897,133600000,7690269466.94
2020-02-20,57.012115,134750000,7682382549.89
2020-02-21,56.143223,135500000,7607406691.61
2020-02-24,54.228416,135600000,7353373229.37
2020-02-25,52.837646,134750000,7119872771.12
2020-02-26,52.712299,133550000,7039727532.1
2020-02-27,50.651446,132100000,6691056026.57
2020-02-28,50.809089,136300000,6925278811.92
2020-03-02,52.493808,138000000,7244145531.29
2020-03-03,50.812173,137950000,7009539239.3
2020-03-04,52.619979,139250000,7327332018.79
2020-03-05,50.686508,138500000,7020081352.47
2020-03-06,49.837537,138250000,6890039483.53
2020-03-09,46.633532,138400000,6454080805.41
2020-03-10,48.891143,137250000,6710309332.09
2020-03-11,46.791928,139500000,6527473910.52
2020-03-12,42.514354,140900000,5990272496.66
2020-03-13,46.234979,140200000,6482144113.32
2020-03-16,41.102955,141200000,5803737178.6
2020-03-17,42.726084,140600000,6007287396.77
2020-03-18,41.218934,141050000,5813930661.61
2020-03-19,42.135219,149000000,6278147610.48
2020-03-20,40.268779,147300000,5931591075.09
2020-03-23,40.445543,148550000,6008185442.96
2020-03-24,42.806434,148250000,6346053873.69
2020-03-25,42.105782,148800000,6265340366.35
2020-03-26,44.574293,148850000,6634883552.95
2020-03-27,42.742619,148400000,6343004683.94
2020-03-30,44.340468,147700000,6549087063.02
2020-03-31,44.223519,148400000,6562770239.31
2020-04-01,42.445987,147750000,6271394603.9
2020-04-02,42.997095,150650000,6477512400.87
2020-04-03,42.180217,150000000,6327032623.66
2020-04-06,44.978436,149700000,6733271807.14
2020-04-07,45.289959,149550000,6773113402.5
2020-04-08,46.263531,150150000,6946469236.96
2020-04-09,46.602132,149900000,6985659630.37
2020-04-13,46.667059,149050000,6955725143.12
2020-04-14,48.050091,149100000,7164268500.49
2020-04-15,47.555091,152150000,7235507089.21
2020-04-16,47.749865,152450000,7279466888.82
2020-04-17,48.378011,152300000,7367971062.96
2020-04-20,47.96412,152400000,7309731909.32
2020-04-21,46.467359,152500000,7086272226.51
2020-04-22,47.706159,152750000,7287115832.07
2020-04-23,48.044304,153200000,7360387299.97
2020-04-24,48.660947,152800000,7435392668.11
2020-04-27,49.072353,153250000,7520338156.83
2020-04-28,48.13578,153650000,7396062664.98
2020-04-29,50.531801,153650000,7764211271.52
2020-04-30,50.299602,153950000,7743623698.37
2020-05-01,49.525861,153500000,7602219698.72
