date,nav,shares_outstanding,total_net_assets
2017-05-02,53.186581,72423725,3851970326.45
2017-05-03,52.663604,72623725,3824627122.36
2017-05-04,52.758136,72073725,3802475382.73
2017-05-05,53.500992,71073725,3802514814.41
2017-05-08,53.041098,71623725,3799001021.04
2017-05-09,52.654114,71023725,3739691292.72
2017-05-10,52.846537,69473725,3671445801.62
2017-05-11,52.745431,69223725,3651235177.13
2017-05-12,52.651837,69173725,3642123678.47
2017-05-15,53.095366,68923725,3659530385.59
2017-05-16,53.094092,68923725,3659442588.55
2017-05-17,51.971892,67473725,3506737116.87
2017-05-18,51.964091,66023725,3430862881.45
2017-05-19,52.43575,65123725,3414811362.26
2017-05-22,52.460622,65523725,3437415357.45
2017-05-23,52.541425,65973725,3466353544.07
2017-05-24,52.912305,66123725,3498758690.81
2017-05-25,52.816748,66123725,3492440087.44
2017-05-26,52.967542,67623725,3581862511.3
2017-05-30,52.912529,67823725,3588724794.74
2017-05-31,53.08167,68273725,3624083329.9
2017-06-01,53.687299,68473725,3676169340.58
2017-06-02,53.879536,68473725,3689332500.9
2017-06-05,53.661734,69423725,3725397493.35
2017-06-06,53.7296,69123725,3713990124.08
2017-06-07,53.787028,69823725,3755610684.46
2017-06-08,53.969491,69723725,3762953936.32
2017-06-09,54.679729,70223725,3839814247.34
2017-06-12,54.393459,70373725,3827870338.19
2017-06-13,55.112639,67973725,3746211363.83
2017-06-14,54.531203,67273725,3668517174.25
2017-06-15,54.037593,66873725,3613695127.52
2017-06-16,54.013276,66573725,3595864977.12
2017-06-19,54.471316,68423725,3727130373.06
2017-06-20,54.167442,68223725,3695504687.19
2017-06-21,53.561259,68473725,3667538937.27
2017-06-22,53.656439,68023725,3649910824.13
2017-06-23,53.845478,68323725,3678923610.88
2017-06-26,54.020857,68423725,3696308239.53
2017-06-27,53.65536,68323725,3665934067.25
2017-06-28,54.14431,68073725,3685804880.76
2017-06-29,53.551938,68073725,3645479890.56
2017-06-30,53.796363,68023725,3659428986.59
2017-07-03,54.281872,68023725,3692455126.19
2017-07-05,54.09008,67073725,3628023167.04
2017-07-06,53.863543,67023725,3610135289.01
2017-07-07,54.13597,66473725,3598619609.76
2017-07-10,54.480401,66423725,3618791198.7
2017-07-11,54.398947,66623725,3624260467.72
2017-07-12,55.017044,66573725,3662689528.91
2017-07-13,54.96558,65723725,3612542640.1
2017-07-14,55.236283,65873725,3638619692.86
2017-07-17,55.333036,66073725,3656059802.01
2017-07-18,55.088588,66273725,3650925914.28
2017-07-19,55.687774,66723725,3715695717.55
2017-07-20,55.221405,66573725,3676294610.73
2017-07-21,55.225509,67073725,3704180610.88
2017-07-24,55.148793,67873725,3743153981.37
2017-07-25,55.789944,67523725,3767144861.94
2017-07-26,55.434487,67423725,3737599608.48
2017-07-27,55.261143,67173725,3712096846.69
2017-07-28,55.047236,66673725,3670204278.0
2017-07-31,54.618724,66323725,3622517261.69
2017-08-01,54.693984,66073725,3613835265.22
2017-08-02,54.740282,66573725,3644264483.29
2017-08-03,54.345869,66773725,3628876126.69
2017-08-04,54.61141,66773725,3646607303.28
2017-08-07,54.63751,66873725,3653813797.0
2017-08-08,54.165483,66873725,3622247607.04
2017-08-09,54.248121,65723725,3565388611.94
2017-08-10,53.584448,65773725,3524448730.18
2017-08-11,53.496398,64773725,3465160956.47
2017-08-14,53.995688,64573725,3486702708.53
2017-08-15,54.017357,65123725,3517811471.6
2017-08-16,54.526104,64073725,3493690596.29
2017-08-17,53.686614,63773725,3423795352.55
2017-08-18,53.722738,63923725,3434157544.53
2017-08-21,53.78146,63973725,3440600349.3
2017-08-22,54.430332,64273725,3498440196.63
2017-08-23,54.34459,63923725,3473908598.53
2017-08-24,54.265895,64873725,3520430774.3
2017-08-25,54.405567,64473725,3507729561.26
2017-08-28,54.533187,65373725,3565037573.47
2017-08-29,54.231578,65923725,3575147642.43
2017-08-30,54.632081,65723725,3590623879.66
2017-08-31,55.086431,65823725,3625994066.24
2017-09-01,55.588276,66723725,3709056839.72
2017-09-05,54.797951,67823725,3716601129.81
2017-09-06,54.948517,68373725,3757034758.46
2017-09-07,55.010025,68673725,3777743315.63
2017-09-08,54.994817,67573725,3716204669.04
2017-09-11,55.743857,67523725,3764032842.18
